id,ประเภทร้าน,ชื่อสาขา,ที่อยู่,เบอร์โทร,ค่าเช่า,GP(%),เบอร์โทร Kiosk SIM,SIM Code,วันหมดอายุ,สถานะ
881b5f57-3146-43f7-a5d7-60b4b829b2f4,MOSHI,126 MS Imperial Samrong,Moshi Imperial สำโรง	สาขาอิมพีเรียลเวิลด์สำโรง 999 ถ. สุขุมวิท ตำบล สำโรงเหนือ อำเภอเมืองสมุทรปราการ สมุทรปราการ 10270 (ชั้น2 (ฝั่งลิฟท์แก้ว)),สุนิสา 0838043330,,60,,,,เปิด
9a4ab35d-02ce-4933-96d6-e3fb2e44b035,MOSHI,127 MS CPN Krabi,"Moshi Central กระบี่	55/5, 55/6 55/7 ถ. เพชรเกษม กระบี่ใหญ่ อำเภอเมืองกระบี่ กระบี่ 81000 ()",นงเยาว์ 0638465246,,60,,,,เปิด
74cfefbc-a2e1-4e3a-9ccf-010ed7a9374e,MOSHI,128 MS CPN Pinklao,,,,,,,,ปิด
d2d1306f-faf3-47d3-8549-b84590a9e86a,WY,129 WY CPN World F.1,,,6794.5,,,,,เปิด
1c2f81af-fa88-419a-a4cd-521a07cb4ace,WY,13 CPN PIK FL.5 - Coco,,,5226.95,,,,,เปิด
a4bdc233-1dba-454e-8757-5bfe3f61c344,B2S,131 B2S CPN WES FL.B,"บริษัท บีทูเอส จำกัด (สาขาซีพีเอ็นเวสต์เกต 2)	199,199/1,199/2 หมู่ที่ 6 ชั้น G ตำบลเสาธงหิน อำเภอบางใหญ่ จังหวัดนนทบุรี 11140",ก้อย 085-385-3995,,35,,,,เปิด
892c8bd2-b510-44bd-b60c-ecc06517c2c8,B2S,132 B2S CPN Pattaya,บริษัท บีทูเอส จำกัด (สาขาเซ็นทรัลพัทยา)	333/102 หมู่ 9 ชั้น 4 ตำบลหนองปรือ อำเภอบางละมุง จังหวัดชลบุรี 20260,หนึ่ง 062-565-4511,,35,,,,เปิด
7ef5eaf3-f603-431e-9357-3869d4a5da40,B2S,133 B2S CPN Ayutthsya,"บริษัท บีทูเอส จำกัด (สาขาซีพีเอ็นอยุธยา)	เลขที่ 129/1, 129/2, 129/3 หมู่ที่ 3 ตำบลคลองสวนพลู อำเภอพระนครศรีอยุธยา จังหวัดพระนครศรีอยุธยา 13000",เชษฐ์ 089-202-4469,,35,,,,เปิด
aefd606d-9093-4f49-87a9-8c562ffc1405,B2S,134 B2S CPN Chiangmai2,"บริษัท บีทูเอส จำกัด (สาขาซีพีเอ็น เชียงใหม่)	99,99/1,99/2 หมู่ที่ 4 อาคารศูนย์การค้าเซ็นทรัลเฟสติวัลเชียงใหม่ ห้องเลขที่ 217 ชั้น 2 ตำบลฟ้าฮ่าม อำเภอเมืองเชียงใหม่ จังหวัดเชียงใหม่ 50000",เอ็ม 089-104-1820,,35,,,,เปิด
54580421-f6bc-4073-8352-873d8cbcfc02,B2S,135 B2S Robinson Khonkaen,บริษัท บีทูเอส จำกัด (สาขาโรบินสันขอนแก่น)	99/2 ชั้น จี ถนนศรีจันทร์ ตำบลในเมือง อำเภอเมืองขอนแก่น จังหวัดขอนแก่น 40000,ยุทธ 061-295-5954,,35,,,,เปิด
e4114029-ba2e-44b1-9cf7-1ac607cb1acc,B2S,136 B2S CPN Hadyai,"บริษัท บีทูเอส จำกัด (สาขาซีพีเอ็น หาดใหญ่)	1518,1518/1,1518/2 อาคารศูนย์การค้าเซ็นทรัลเฟสติวัลหาดใหญ่ ห้องเลขที่ 219 ชั้นที่ 2 ถนนกาญจนวนิชย์ ตำบลหาดใหญ่ อำเภอหาดใหญ่ จังหวัดสงขลา 90110",ออย 098-829-3284,,35,,,,เปิด
f8267be6-5c96-4928-80fb-b5e688d9b30a,B2S,137 B2S RBS Ubonratchathani2,บริษัท บีทูเอส จำกัด (สาขาโรบินสันอุบลราชธานี 2)	312 หมู่ 7 ห้างโรบินสันอุบลราชธานี ชั้น 2 ตำบลแจระแม อำเภอเมืองอุบลราชธานี จังหวัดอุบลราชธานี 34000,เชิด 084-649-6284,,35,,,,เปิด
116c4f12-028d-4b35-ae51-60d5db39a883,B2S,138 B2S Robinson Chonburi,บริษัท บีทูเอส จำกัด (สาขาโรบินสันชลบุรี)	55/90 ชั้นที่ 3 หมู่ที่ 1 ตำบลเสม็ด อำเภอเมืองชลบุรี จังหวัดชลบุรี 20000,บี 081-723-5330,,35,,,,เปิด
bfe8fcbc-13a0-4633-941c-04f0e944d837,B2S,139 B2S CPN Phuket,บริษัท บีทูเอส จำกัด (สาขาเซ็นทรัลภูเก็ต)	74-75 ห้างเซ็นทรัลภูเก็ต ชั้น 3 ยูนิต เอ 7 หมู่ที่ 5 ตำบลวิชิต อำเภอเมืองภูเก็ต จังหวัดภูเก็ต 83000,พี 084-978-8897,,35,,,,เปิด
aae1a2db-7ba5-4364-be3f-94833e43c19b,WY,14 CPN RM2 FL.4 - MangKhut,,,5742.42,,,,,เปิด
e9307cfe-97f3-4878-a14d-10b764393451,B2S,140 B2S RBS Udonthani,"บริษัท บีทูเอส จำกัด (สาขาอุดรธานี)	277/3 อ.ศูนย์การค้าเซ็นทรัลพลาซา อุดรธานี ชั้น 4 ห้องเลขที่ 421, ถนนประจักษ์ศิลปาคม ตำบลหมากแข้ง อำเภอเมือง จังหวัดอุดรธานี 41000",ยูรณ์ 063-495-5199,,35,,,,เปิด
2de956ba-aa04-4918-8f40-1ac2786f5c55,B2S,141 B2S Robinson Trang,บริษัท บีทูเอส จำกัด (สาขาโรบินสันตรัง)	138 ถนนพัทลุง ตำบลทับเที่ยง อำเภอเมืองตรัง จังหวัดตรัง 92000,พร 080-210-0138,,35,,,,เปิด
b7276b1e-d271-4c93-acc6-9b6e340ca8d1,B2S,142 B2S RBS Chiangrai,บริษัท บีทูเอส จำกัด (สาขาโรบินสันเชียงราย)	199/9 ม.13 ห้างโรบินสันเชียงราย ชั้น 2 ตำบลรอบเวียง อำเภอเมืองเชียงราย จังหวัดเชียงราย 57000,ตูน 089-827-4226,,35,,,,เปิด
36babb12-619a-41c5-8b44-14ff129a8247,B2S,143 B2S CPN Sriracha,บริษัท บีทูเอส จำกัด (สาขาซีพีเอ็นศรีราชา)	เลขที่ 8 ถนนสุขุมวิท ตำบลศรีราชา อำเภอศรีราชา จังหวัดชลบุรี 20110,แหม่ม 094-952-2514,,35,,,,เปิด
6554bf98-028c-4f80-9547-bd4f9e6bcda7,B2S,144 B2S CPN Rayong,"บริษัท บีทูเอส จำกัด (สาขาซีพีเอ็นระยอง)	99,99/1 อาคารศูนย์การค้าเซ็นทรัลพลาซาระยอง ห้องเลขที่ 278 ชั้น 2 ถนนบางนา-ตราด ตำบลเชิงเนิน อำเภอเมืองระยอง จังหวัดระยอง 21000",มด 082-391-4528,,35,,,,เปิด
8167c453-8523-4515-ae2c-69ca60ee48bc,B2S,145 B2S CPN Nakhon si,"บริษัท บีทูเอส จำกัด (สาขา ซีพีเอ็น นครศรีธรรมราช)	เลขที่ 8,9/8 ห้อง 217-219 ชั้นที่ 2 หมู่ที่ 7 ตำบล นาสาร อำเภอ พระพรหม จังหวัด นครศรีธรรมราช 80000",แบล็ค 085-332-9729,,35,,,,เปิด
4bade6fe-6cd0-4336-a696-cec6a7ef50b4,B2S,146 B2S RBS Ratchaburi,"บริษัท บีทูเอส จำกัด (สาขาโรบินสันราชบุรี)	265 อาคารห้างโรบินสันราชบุรี ชั้น จี ยูนิต H-M,1-5 ถนนศรีสุริยวงศ์ ตำบลหน้าเมือง อำเภอเมืองราชบุรี จังหวัดราชบุรี 70000",เอก 084-024-3294,,35,,,,เปิด
761b43bc-88cf-4319-97af-2f1bedc6d7f7,B2S,147 B2S RBS Suratthani,บริษัท บีทูเอส จำกัด (สาขาโรบินสันสุราษฎร์ธานี)	88/1 อาคารห้างสรรพสินค้าโรบินสันสุราษฎร์ธานี ชั้น 2 หมู่ 10 ตำบลวัดประดู่ อำเภอเมืองสุราษฎร์ธานี จังหวัดสุราษฎร์ธานี 84000,มาร์ค 093-549-7982,,35,,,,เปิด
3d1cfc32-b89e-479d-a17e-3405217d3bd8,B2S,148 B2S RBS Suphanburi,บริษัท บีทูเอส จำกัด (สาขาโรบินสันสุพรรณบุรี)	เลขที่ 449 อาคารห้างโรบินสัน สุพรรณบุรี ชั้น 1 หมู่ 5 ตำบลท่าระหัด อำเภอเมืองสุพรรณบุรี จังหวัดสุพรรณบุรี 72000,เชษฐ์ 089-467-7555,,35,,,,เปิด
3c42bf7f-c275-405a-82df-f65f72c18c79,B2S,149 B2S CPN Chantaburi,บริษัท บีทูเอส จำกัด (สาขาโรบินสันจันทบุรี)	เลขที่ 199 หมู่ 7 ตำบล จันทนิมิต อ.เมืองจันทบุรี จ.จันทบุรี 22000,ณฐพร 0877402293,,35,,,,เปิด
cbdbd09c-1f3c-470a-80ce-59c0b1e8722a,WY,15 YLL,,,,,,,,ปิด
59ab4f3a-4d7d-405d-bbea-75a1fef77e79,B2S,150 B2S RBN Chiangmai,บริษัท บีทูเอส จำกัด (สาขาโรบินสันเชียงใหม่)	  เลขที่ 9 ชั้น 3 โซนตู้ปลาอควาเรียม ร้าน B2S (สาขาโรบินสันเชียงใหม่ ) อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50200,อั๋น 089-555-5651,,35,,,,เปิด
03fe1545-a29c-482e-94af-d10598cdcdf8,B2S,151 B2S RBS Lampang,บริษัท บีทูเอส จำกัด (สาขาโรบินสันลำปาง)	319/1 อาคารห้างสรรพสินค้าโรบินสันลำปาง ชั้นที่ 2 ตำบลสวนดอก อำเภอเมืองลำปาง จังหวัดลำปาง 52100,ลีน่า 083-319-3130,,35,,,,เปิด
076c120d-ebef-4da5-83b8-117cf8c59aac,B2S,152 B2S RBS Saraburi,บริษัท บีทูเอส จำกัด (สาขาโรบินสันสระบุรี)	99 หมู่ที่ 7 อาคารห้างสรรพสินค้าโรบินสันสระบุรี ชั้นที่ 2 ตำบลตลิ่งชัน อำเภอเมืองสระบุรี จังหวัดสระบุรี 18000,อ้อย 087-936-3011,,35,,,,เปิด
49536356-ed0b-41cc-bc73-e0cd8921d7e1,B2S,153 B2S RBS Chachengsao,บริษัท บีทูเอส จำกัด (สาขาโรบินสันฉะเชิงเทรา)	910 ห้างโรบินสันฉะเชิงเทรา ชั้น 1 ถนนฉะเชิงเทรา-บางปะกง ตำบลหน้าเมือง อำเภอเมืองฉะเชิงเทรา จังหวัดฉะเชิงเทรา 24000,ปุ๊ก 084-013-9874,,35,,,,เปิด
124d1098-4104-468a-8890-d0e71d161b52,B2S,154 B2S CPN Korat,"บริษัท บีทูเอส จำกัด (สาขา ซีพีเอ็น โคราช)	""เลขที่ 990,998 อาคารศูนย์การค้าเซ็นทรัลพลาซานครราชสีมา
 ชั้นที่ 4 ห้องเลขที่ 445 ถนนมิตรภาพ - หนองคาย ตำบลในเมือง อำเภอเมือง จังหวัดนครราชสีมา 30000""",สิทธินนท์ 093-163-5535,,35,,,,เปิด
782f0317-1265-4c8e-a96d-d9ce864d6229,B2S,155 B2S RBS Amata,บริษัท บีทูเอส จำกัด (สาขาโรบินสัน อมตะ ชลบุรี )	888 หมู่ 3 ตำบลดอนหัวฬ่อ อำเภอเมืองชลบุรี จังหวัดชลบุรี 20000,อ้อม 085-704-0390,,35,,,,เปิด
39c4d237-c83c-4a51-a6d8-b49d6da9ecfd,B2S,156 B2S CPN Pitsanulok,บริษัท บีทูเอส จำกัด (สาขาซีพีเอ็น พิษณุโลก)	9/99 หมู่ที่ 5 ชั้นที่ 3 อาคารศูนย์การค้าเซ็นทรัลพลาซาพิษณุโลก ตำบลพลายชุมพล อำเภอเมืองพิษณุโลก จังหวัดพิษณุโลก 65000,โจ 081-535-4078,,35,,,,เปิด
3cabbc69-b129-4df1-afb0-b0a3cb3f89aa,WY,16 CPN RM9 FL.7 - Summer,,,,,,,,ปิด
9cb2d13c-fbcd-4c03-9966-08c584df64d7,WY,17 QSK FL.LG,,,3200,,,,,เปิด
14787871-5d06-4476-a419-8a0c784ecade,WY,18 QSK FL.LG,,,3200,,,,,เปิด
b020a394-707d-457c-9a14-c47ce6816a27,WY,19 CPN WES FL.4,,,7276,,,,,เปิด
62d80351-7c55-488d-a6f2-7d8742996825,WY,20 CPN WES FL.2 Summer,,,7276,,,,,เปิด
b9a17f71-beb6-42ce-b518-92a8d0ff9447,WY,21 Daddy STKL,,,,,,,,ปิด
d08d2f1b-1fb6-4414-9324-3c823521e5ae,WY,22 WY TM BangKea,,,4066.67,,,,,เปิด
4587bb51-45f5-4006-8b76-12f1ab59edcb,MOSHI,23 MS TML Bangkabi,Moshi The mall บางกะปิ	3522 ถ. ลาดพร้าว แขวงคลองจั่น บางกะปิ กรุงเทพมหานคร 10240 (ชั้น1 ฝั่งพลาซ่า),กำพล 080652405,,60,,,,เปิด
e3b7af5e-f6ed-481e-87c9-378ac6f47cfd,MOSHI,24 MS TML Korat,Moshi The mall โคราช	1242/2 ถ.มิตรภาพ ตำบลในเมือง อำเภอเมืองนครราชสีมา นครราชสีมา 30000 (ชั้น 2 ติดสะพานลอย),สุวรรณา 0918288336,,60,,,,เปิด
cc68723b-1e19-4039-a7de-f6c5d5975215,WY,25 Maga BNN-Two,,,6733.12,,,,,เปิด
f74cf751-6438-4448-ba79-4636c204c991,WY,26 TheJas BBT - Coco,,,3210,,,,,เปิด
0584c857-331a-4723-a87b-75d62d40fe8f,WY,27 Lotus SKV50,,,2287,,,,,เปิด
f9cec8d0-3ee7-4832-8d84-28cc92b61cda,WY,28 PN CPN Mahachai,,,4815,,,,,เปิด
3e3bca45-9388-4821-88b7-2954c704afcb,WY,29 MegaBNN - Mochiru,,,6733.12,,,,,เปิด
1fb53810-7f54-4810-b3c1-261f584f4948,WY,30 CPN WES FL.3 Mochiru,,,7276,,,,,เปิด
ccd56e54-7643-4353-8897-b8eb0483f7e9,MOSHI,31 MS Siam,Moshi Siam square one	388 ถ. พระรามที่ 1 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330 (ชั้นLG),อธิยา 0931823088,,60,,,,เปิด
71e5f249-d52d-4849-9ac3-1ffe04c57ab1,MOSHI,32 MS MBK,Moshi MBK Center	444 ถ. พญาไท แขวงวังใหม่ Subdistrict กรุงเทพมหานคร 10330 (ชั้น 6 โซน C),ชนิดา 0917020676,,60,,,,เปิด
012e01b0-6925-43be-a9d9-8cb117ce8aee,WY,33 TML Thapra,,,,35,,,,เปิด
47617c5b-8f92-4f06-a984-21e65aa32c77,MOSHI,34 MS TML Ngam,"Moshi The mall งามวงค์วาน	30/39-50, 408-430/1 หมู่ 2 ถนนงามวงศ์วาน ตำบลบางเขน อำเภอเมืองนนทบุรี จังหวัดนนทบุรี 11000 (ชั้น 2 โซนแฟชั่น)",จารุสิริ 0958471273,,60,,,,เปิด
273bd782-cb04-4f4d-aa10-2f070f8eade4,MOSHI,35 MS Fasion,Moshi Fashion island	587-589/7-9 ถ. รามอินทรา แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230 (ชั้น 1 (โซน Grand Station)),ศุพัชชา 0656319146,,60,,,,เปิด
a6778885-5fbf-42a6-b789-5acc830b43fd,MOSHI,36 MS Future Rangsit,Moshi Future park รังสิต	ตําบล ประชาธิปัตย์ 94 ถ. พหลโยธิน ตำบล ประชาธิปัตย์ อำเภอธัญบุรี ปทุมธานี 12130 (ชั้น 1 โซนเซ็นทรัล),ฉลาด 0655177151,,60,,,,เปิด
fb0c0c1f-e712-4102-a5c8-ab7e301a83bd,MOSHI,37 MS The Street,Moshi The street รัชดา	139 ถ. รัชดาภิเษก แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400 (ชั้น1),นันทิพร 0657162347,,60,,,,เปิด
df975513-a29c-452a-a3bd-81dc16c7f668,MOSHI,38 MS Khonkaen,Moshi Central ขอนแก่น	99 99/1 ถ. ศรีจันทร์ ตำบลในเมือง อำเภอเมืองขอนแก่น ขอนแก่น 40000 (ชั้น G),เสน่ห์ 0807509124,,60,,,,เปิด
fe79d86c-d880-4aff-85e8-8670378af135,MOSHI,39 MS Sahathai Surat,Moshi สหไทย สุราษฎร์	528/1 ถ. ตลาดใหม่ ตลาด อำเภอเมืองสุราษฎร์ธานี สุราษฎร์ธานี 84000 (ชั้น 1 (โซนพลาซ่า)),ไอลดา 0937398434,,60,,,,เปิด
b12309c0-31b2-4f5a-b304-06de4b99d397,MOSHI,40 MS BigC RM4,Moshi BIG-C พระราม4	2929 ถ. พระรามที่ 4 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110 (ชั้น 1 โซน ประตูฝั่งพระราม 4),ศลิษา 0968122371,,60,,,,เปิด
e63a25db-1376-4b56-98e2-fd0ae5db2b31,MOSHI,41 MS SC Bangkhea,Moshi Seacon บางแค	607 ถ. เพชรเกษม แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160 (ชั้นB),ปรีดา 0993314154,,60,,,,เปิด
